qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore	qcovhsp	staxids	sphylums	sgenus	sspecies	stitle
Pcub-SC1982_037_000110.1	KAJ0411558.1	45.7	376	822	413	4.64e-98	315	45.7	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0411558.1 hypothetical protein ATCC90586_001153 [Pythium insidiosum]
Pcub-SC1982_037_000110.1	KAJ0405712.1	45.7	376	822	413	6.51e-98	315	45.7	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0405712.1 hypothetical protein P43SY_007353 [Pythium insidiosum]
Pcub-SC1982_037_000110.1	GLD92320.1	45.3	371	822	410	8.86e-97	312	45.1	114742	Oomycota	Pythium	Pythium insidiosum	GLD92320.1 hypothetical protein PINS_up000853 [Pythium insidiosum]
Pcub-SC1982_037_000110.1	TMW65452.1	45.0	380	822	412	2.60e-96	311	46.2	41045	Oomycota	Pythium	Pythium oligandrum	TMW65452.1 hypothetical protein Poli38472_008094 [Pythium oligandrum]
Pcub-SC1982_037_000110.1	CCA22323.1	44.5	373	822	409	1.36e-94	306	45.4	890382	Oomycota	Albugo	Albugo laibachii	CCA22323.1 shortchain specific acylCoA dehydrogenase putative [Albugo laibachii Nc14]
Pcub-SC1982_037_000110.1	KAI9906377.1	42.9	403	822	414	4.36e-94	305	48.8	230839	Oomycota	Peronosclerospora	Peronosclerospora sorghi	KAI9906377.1 hypothetical protein PsorP6_002797 [Peronosclerospora sorghi]
Pcub-SC1982_037_000110.1	KAG7389872.1	43.1	385	822	413	1.72e-92	301	46.6	221518	Oomycota	Phytophthora	Phytophthora pseudosyringae	KAG7389872.1 hypothetical protein PHYPSEUDO_009386 [Phytophthora pseudosyringae]
Pcub-SC1982_037_000110.1	KAF4130975.1	43.3	390	822	413	9.27e-92	299	47.2	4787	Oomycota	Phytophthora	Phytophthora infestans	KAF4130975.1 Acyl-CoA dehydrogenase C-terminal domain-containing protein [Phytophthora infestans]
Pcub-SC1982_037_000110.1	KAH9146125.1	43.5	370	822	406	1.05e-91	298	45.0	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9146125.1 hypothetical protein AeRB84_010005 [Aphanomyces euteiches]
Pcub-SC1982_037_000110.1	KAF0744347.1	43.5	370	822	406	1.05e-91	298	45.0	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0744347.1 hypothetical protein Ae201684_000835 [Aphanomyces euteiches]
Pcub-SC1982_037_000110.1	KAF4041458.1	43.2	384	822	413	1.30e-91	298	46.5	4787	Oomycota	Phytophthora	Phytophthora infestans	KAF4041458.1 Acyl-CoA dehydrogenase C-terminal domain [Phytophthora infestans]
Pcub-SC1982_037_000110.1	TYZ67669.1	44.3	370	822	411	1.71e-91	298	45.0	1485010	Oomycota	Globisporangium	[Pythium] brassicae (nom. inval.)	TYZ67669.1 hypothetical protein PybrP1_007818 [[Pythium] brassicae (nom. inval.)]
Pcub-SC1982_037_000110.1	XP_008897748.1	42.9	385	822	413	3.56e-91	297	46.6	761204	Oomycota	Phytophthora	Phytophthora nicotianae	XP_008897748.1 hypothetical protein PPTG_05778 [Phytophthora nicotianae INRA-310]
Pcub-SC1982_037_000110.1	KAF4027461.1	43.2	384	822	413	3.56e-91	297	46.5	4787	Oomycota	Phytophthora	Phytophthora infestans	KAF4027461.1 Acyl-CoA dehydrogenase C-terminal domain [Phytophthora infestans]
Pcub-SC1982_037_000110.1	KAH9107899.1	43.5	370	822	433	4.66e-91	298	45.0	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9107899.1 hypothetical protein AeMF1_016844 [Aphanomyces euteiches]
Pcub-SC1982_037_000110.1	KAH9163554.1	43.5	370	822	433	4.66e-91	298	45.0	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9163554.1 hypothetical protein LEN26_000446 [Aphanomyces euteiches]
Pcub-SC1982_037_000110.1	ETI32803.1	42.9	385	822	413	4.98e-91	297	46.6	4792;1317063;1317064;1317065;1317066	Oomycota	Phytophthora	Phytophthora nicotianae	ETI32803.1 hypothetical protein F443_20450 [Phytophthora nicotianae P1569]
Pcub-SC1982_037_000110.1	KAG9410767.1	43.2	370	822	406	5.63e-91	296	45.0	112091	Oomycota	Aphanomyces	Aphanomyces cochlioides	KAG9410767.1 hypothetical protein AC1031_018792 [Aphanomyces cochlioides]
Pcub-SC1982_037_000110.1	XP_008897749.1	43.5	363	822	375	5.92e-91	295	44.2	761204	Oomycota	Phytophthora	Phytophthora nicotianae	XP_008897749.1 hypothetical protein, variant [Phytophthora nicotianae INRA-310]
Pcub-SC1982_037_000110.1	KAG2775332.1	42.6	385	822	413	6.98e-91	296	46.6	29920;53986	Oomycota	Phytophthora	Phytophthora cactorum;Phytophthora idaei	KAG2775332.1 Short-chain specific acyl-CoA dehydrogenase [Phytophthora cactorum]
Pcub-SC1982_037_000110.1	XP_009521963.1	42.9	385	822	413	6.98e-91	296	46.6	67593	Oomycota	Phytophthora	Phytophthora sojae	XP_009521963.1 hypothetical protein PHYSODRAFT_489469 [Phytophthora sojae]
Pcub-SC1982_037_000110.1	ETI32804.1	43.5	363	822	375	8.29e-91	295	44.2	4792;1317063;1317064;1317065;1317066	Oomycota	Phytophthora	Phytophthora nicotianae	ETI32804.1 hypothetical protein, variant [Phytophthora nicotianae P1569]
Pcub-SC1982_037_000110.1	CCI45280.1	42.6	373	822	411	9.19e-91	296	45.4	65357	Oomycota	Albugo	Albugo candida	CCI45280.1 unnamed protein product [Albugo candida]
Pcub-SC1982_037_000110.1	RQM17567.1	44.1	370	822	411	9.19e-91	296	45.0	542832	Oomycota	Peronospora	Peronospora effusa	RQM17567.1 hypothetical protein DD237_003104 [Peronospora effusa]
Pcub-SC1982_037_000110.1	CAI5719660.1	44.1	370	822	411	9.19e-91	296	45.0	542832	Oomycota	Peronospora	Peronospora effusa	CAI5719660.1 unnamed protein product [Peronospora effusa]
Pcub-SC1982_037_000112.1	KAF4325175.1	34.7	144	469	429	1.15e-15	84.0	30.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4325175.1 hypothetical protein G195_001276 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000112.1	CAH0492069.1	46.2	39	469	228	7.06e-04	46.2	8.3	134698	Oomycota	Peronospora	Peronospora farinosa	CAH0492069.1 unnamed protein product [Peronospora farinosa]
Pcub-SC1982_037_000113.1	OQS07487.1	69.4	392	395	395	5.91e-203	568	98.7	74557	Oomycota	Thraustotheca	Thraustotheca clavata	OQS07487.1 translation elongation factor Tu [Thraustotheca clavata]
Pcub-SC1982_037_000113.1	OQR98079.1	69.1	392	395	410	8.32e-202	566	98.7	1202772	Oomycota	Achlya	Achlya hypogyna	OQR98079.1 translation elongation factor Tu [Achlya hypogyna]
Pcub-SC1982_037_000113.1	XP_012204439.1	68.9	392	395	424	2.78e-201	565	98.7	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012204439.1 elongation factor Tu [Saprolegnia parasitica CBS 223.65]
Pcub-SC1982_037_000113.1	XP_008611190.1	68.9	392	395	448	6.56e-201	565	98.7	1156394	Oomycota	Saprolegnia	Saprolegnia diclina	XP_008611190.1 elongation factor Tu [Saprolegnia diclina VS20]
Pcub-SC1982_037_000113.1	GLD94681.1	69.0	390	395	416	1.20e-200	563	98.2	114742	Oomycota	Pythium	Pythium insidiosum	GLD94681.1 hypothetical protein PINS_up003305 [Pythium insidiosum]
Pcub-SC1982_037_000113.1	DAZ94254.1	67.7	390	395	414	2.25e-200	562	98.2	4803	Oomycota	Lagenidium	Lagenidium giganteum	DAZ94254.1 TPA: hypothetical protein N0F65_004966 [Lagenidium giganteum]
Pcub-SC1982_037_000113.1	KAH9126396.1	68.4	392	395	394	3.12e-200	561	98.7	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9126396.1 hypothetical protein AeMF1_003169 [Aphanomyces euteiches]
Pcub-SC1982_037_000113.1	TMW58823.1	68.5	390	395	415	4.69e-200	561	98.2	41045	Oomycota	Pythium	Pythium oligandrum	TMW58823.1 hypothetical protein Poli38472_006968 [Pythium oligandrum]
Pcub-SC1982_037_000113.1	KAF0740142.1	68.4	392	395	410	5.56e-200	561	98.7	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0740142.1 hypothetical protein Ae201684_004380 [Aphanomyces euteiches]
Pcub-SC1982_037_000113.1	KAG9411801.1	68.4	392	395	410	5.56e-200	561	98.7	112091	Oomycota	Aphanomyces	Aphanomyces cochlioides	KAG9411801.1 translation elongation factor Tu [Aphanomyces cochlioides]
Pcub-SC1982_037_000113.1	KAJ0395344.1	68.5	390	395	416	1.39e-199	560	98.2	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0395344.1 hypothetical protein P43SY_006406 [Pythium insidiosum]
Pcub-SC1982_037_000113.1	POM63398.1	68.5	390	395	415	3.84e-199	559	98.2	4796	Oomycota	Phytophthora	Phytophthora palmivora	POM63398.1 Elongation factor Tu [Phytophthora palmivora]
Pcub-SC1982_037_000113.1	RHY25315.1	68.4	392	395	394	5.14e-199	558	98.7	157072	Oomycota	Aphanomyces	Aphanomyces invadans	RHY25315.1 hypothetical protein DYB32_009430 [Aphanomyces invadans]
Pcub-SC1982_037_000113.1	XP_008872050.1	68.4	392	395	413	1.02e-198	558	98.7	157072	Oomycota	Aphanomyces	Aphanomyces invadans	XP_008872050.1 elongation factor Tu 1 [Aphanomyces invadans]
Pcub-SC1982_037_000113.1	KAF1317564.1	67.6	392	395	412	1.98e-198	557	98.7	82926	Oomycota	Globisporangium	Globisporangium splendens	KAF1317564.1 Elongation factor tu, partial [Globisporangium splendens]
Pcub-SC1982_037_000113.1	KAF0717467.1	67.6	392	395	410	2.62e-198	557	98.7	120398	Oomycota	Aphanomyces	Aphanomyces stellatus	KAF0717467.1 hypothetical protein As57867_002264 [Aphanomyces stellatus]
Pcub-SC1982_037_000113.1	POM59684.1	68.2	390	395	415	3.14e-198	557	98.2	4796	Oomycota	Phytophthora	Phytophthora palmivora	POM59684.1 Elongation factor Tu [Phytophthora palmivora]
Pcub-SC1982_037_000113.1	TYZ65275.1	67.4	390	395	412	1.14e-197	555	98.2	1485010	Oomycota	Globisporangium	[Pythium] brassicae (nom. inval.)	TYZ65275.1 hypothetical protein PybrP1_001595 [[Pythium] brassicae (nom. inval.)]
Pcub-SC1982_037_000113.1	RQM13317.1	67.9	390	395	394	1.20e-197	555	98.2	542832	Oomycota	Peronospora	Peronospora effusa	RQM13317.1 hypothetical protein DD237_007271 [Peronospora effusa]
Pcub-SC1982_037_000113.1	XP_009530113.1	67.7	390	395	416	2.66e-197	555	98.2	67593	Oomycota	Phytophthora	Phytophthora sojae	XP_009530113.1 mitochondrial translation elongation factor Tu [Phytophthora sojae]
Pcub-SC1982_037_000113.1	GMF34752.1	67.7	390	395	416	2.66e-197	555	98.2	1490495	Oomycota	Phytophthora	Phytophthora fragariaefolia	GMF34752.1 unnamed protein product [Phytophthora fragariaefolia]
Pcub-SC1982_037_000113.1	CAH0473501.1	67.7	390	395	394	3.44e-197	553	98.2	622444	Oomycota	Peronospora	Peronospora belbahrii	CAH0473501.1 unnamed protein product [Peronospora belbahrii]
Pcub-SC1982_037_000113.1	CCI41701.1	66.7	396	395	415	3.64e-197	554	99.7	65357	Oomycota	Albugo	Albugo candida	CCI41701.1 unnamed protein product [Albugo candida]
Pcub-SC1982_037_000113.1	ETP44255.1	67.9	390	395	442	4.75e-197	555	98.2	1317064	Oomycota	Phytophthora	Phytophthora nicotianae	ETP44255.1 elongation factor Tu, partial [Phytophthora nicotianae P10297]
Pcub-SC1982_037_000113.1	CAH0516263.1	67.7	390	395	405	5.12e-197	553	98.2	622444	Oomycota	Peronospora	Peronospora belbahrii	CAH0516263.1 unnamed protein product [Peronospora belbahrii]
Pcub-SC1982_037_000114.1	KAF4320849.1	39.6	149	184	149	4.62e-29	109	80.4	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4320849.1 hypothetical protein G195_006053 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000115.1	WP_024633597.1	51.9	212	524	230	2.29e-70	229	40.5	44249;1284355;1395586;1395587;1705561;1945581	Bacteroidota;Bacillota;Oomycota	Phytophthora;Paenibacillus;Chryseobacterium	Phytophthora kernoviae;Paenibacillus sp. MAEPY1;Paenibacillus sp. MAEPY2;Paenibacillus xylanivorans;Chryseobacterium mucoviscidosis	WP_024633597.1 MULTISPECIES: 50S ribosomal protein L1 [Paenibacillus]
Pcub-SC1982_037_000115.1	KAG7401851.1	47.1	206	524	273	5.09e-60	203	39.3	109152	Oomycota	Phytophthora	Phytophthora boehmeriae	KAG7401851.1 hypothetical protein PHYBOEH_010314 [Phytophthora boehmeriae]
Pcub-SC1982_037_000115.1	KAF4317589.1	47.6	206	524	276	5.57e-60	203	39.3	325452;1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4317589.1 hypothetical protein G195_007277 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000115.1	RLN58057.1	47.6	206	524	276	5.57e-60	203	39.3	325452	Oomycota	Phytophthora	Phytophthora kernoviae	RLN58057.1 hypothetical protein BBJ29_007830 [Phytophthora kernoviae]
Pcub-SC1982_037_000115.1	TMW66383.1	47.2	214	524	275	1.06e-59	202	40.6	41045	Oomycota	Pythium	Pythium oligandrum	TMW66383.1 hypothetical protein Poli38472_004148 [Pythium oligandrum]
Pcub-SC1982_037_000115.1	KAF0727043.1	50.5	198	524	263	2.87e-59	201	37.8	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0727043.1 hypothetical protein Ae201684_014783 [Aphanomyces euteiches]
Pcub-SC1982_037_000115.1	KAH9125713.1	50.5	198	524	263	2.87e-59	201	37.8	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9125713.1 hypothetical protein AeMF1_003721 [Aphanomyces euteiches]
Pcub-SC1982_037_000115.1	KAG9408693.1	50.5	198	524	263	2.87e-59	201	37.8	112091	Oomycota	Aphanomyces	Aphanomyces cochlioides	KAG9408693.1 mitochondrial 54S ribosomal protein mrpl1 [Aphanomyces cochlioides]
Pcub-SC1982_037_000115.1	GLD98587.1	48.3	209	524	275	8.10e-59	200	39.9	114742	Oomycota	Pythium	Pythium insidiosum	GLD98587.1 hypothetical protein PINS_up007304 [Pythium insidiosum]
Pcub-SC1982_037_000115.1	KAF1313734.1	48.6	208	524	367	1.03e-58	203	39.7	82926	Oomycota	Globisporangium	Globisporangium splendens	KAF1313734.1 Ribosomal protein l1, partial [Globisporangium splendens]
Pcub-SC1982_037_000115.1	KAJ0397652.1	47.8	209	524	275	1.14e-58	200	39.9	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0397652.1 hypothetical protein P43SY_000176 [Pythium insidiosum]
Pcub-SC1982_037_000115.1	TYZ64109.1	47.6	208	524	269	1.33e-58	199	39.7	1485010	Oomycota	Globisporangium	[Pythium] brassicae (nom. inval.)	TYZ64109.1 hypothetical protein PybrP1_009136 [[Pythium] brassicae (nom. inval.)]
Pcub-SC1982_037_000115.1	XP_012206502.1	49.7	199	524	263	2.19e-58	199	38.0	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012206502.1 50S ribosomal protein L1 [Saprolegnia parasitica CBS 223.65]
Pcub-SC1982_037_000115.1	OQR83728.1	49.7	199	524	263	3.07e-58	198	38.0	1202772	Oomycota	Achlya	Achlya hypogyna	OQR83728.1 50S ribosomal protein L1 [Achlya hypogyna]
Pcub-SC1982_037_000115.1	KAJ0400254.1	47.8	209	524	275	3.14e-58	199	39.9	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0400254.1 hypothetical protein ATCC90586_009307 [Pythium insidiosum]
Pcub-SC1982_037_000115.1	XP_008619176.1	49.7	199	524	263	4.31e-58	198	38.0	1156394	Oomycota	Saprolegnia	Saprolegnia diclina	XP_008619176.1 50S ribosomal protein L1 [Saprolegnia diclina VS20]
Pcub-SC1982_037_000115.1	KAI9923100.1	45.6	206	524	278	2.60e-57	196	39.3	230839	Oomycota	Peronosclerospora	Peronosclerospora sorghi	KAI9923100.1 hypothetical protein PsorP6_000125 [Peronosclerospora sorghi]
Pcub-SC1982_037_000115.1	KAE8890911.1	44.7	206	524	273	3.15e-57	196	39.3	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE8890911.1 hypothetical protein PF003_g25053 [Phytophthora fragariae]
Pcub-SC1982_037_000115.1	XP_002900810.1	45.1	206	524	266	3.58e-57	196	39.3	403677	Oomycota	Phytophthora	Phytophthora infestans	XP_002900810.1 50S ribosomal protein L1 [Phytophthora infestans T30-4]
Pcub-SC1982_037_000115.1	XP_009521646.1	45.1	206	524	278	3.65e-57	196	39.3	67593	Oomycota	Phytophthora	Phytophthora sojae	XP_009521646.1 hypothetical protein PHYSODRAFT_327273 [Phytophthora sojae]
Pcub-SC1982_037_000115.1	CAH0476718.1	45.1	206	524	273	4.41e-57	196	39.3	622444	Oomycota	Peronospora	Peronospora belbahrii	CAH0476718.1 unnamed protein product [Peronospora belbahrii]
Pcub-SC1982_037_000115.1	KAF4035613.1	45.1	206	524	275	4.68e-57	196	39.3	4787	Oomycota	Phytophthora	Phytophthora infestans	KAF4035613.1 Ribosomal protein L1p/L10e family [Phytophthora infestans]
Pcub-SC1982_037_000115.1	KAI9999236.1	45.1	206	524	277	4.97e-57	196	39.3	4787	Oomycota	Phytophthora	Phytophthora infestans	KAI9999236.1 hypothetical protein PInf_004056 [Phytophthora infestans]
Pcub-SC1982_037_000115.1	POM76376.1	45.6	206	524	277	4.97e-57	196	39.3	4796	Oomycota	Phytophthora	Phytophthora palmivora	POM76376.1 Ribosomal protein L1 [Phytophthora palmivora]
Pcub-SC1982_037_000115.1	POM76451.1	45.6	206	524	277	4.97e-57	196	39.3	4796	Oomycota	Phytophthora	Phytophthora palmivora	POM76451.1 Ribosomal protein L1 [Phytophthora palmivora]
Pcub-SC1982_037_000116.1	KAF4320862.1	38.9	2753	2816	2021	0.0	1699	93.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4320862.1 hypothetical protein G195_006047 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000116.1	KAE9040484.1	43.3	1334	2816	1091	4.37e-316	961	46.1	129364	Oomycota	Phytophthora	Phytophthora rubi	KAE9040484.1 DNA-directed RNA polymerase subunit beta' [Phytophthora rubi]
Pcub-SC1982_037_000116.1	KAE9040485.1	43.5	1201	2816	1009	6.57e-292	894	39.1	129364	Oomycota	Phytophthora	Phytophthora rubi	KAE9040485.1 DNA-directed RNA polymerase subunit beta [Phytophthora rubi]
Pcub-SC1982_037_000116.1	KAF0696724.1	26.5	675	2816	1845	9.30e-47	192	21.2	120398	Oomycota	Aphanomyces	Aphanomyces stellatus	KAF0696724.1 hypothetical protein As57867_012480 [Aphanomyces stellatus]
Pcub-SC1982_037_000116.1	KAH9123166.1	26.1	675	2816	951	2.90e-46	188	21.2	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9123166.1 hypothetical protein AeMF1_005788, partial [Aphanomyces euteiches]
Pcub-SC1982_037_000116.1	RHY59219.1	26.2	675	2816	1133	6.12e-46	188	21.2	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY59219.1 hypothetical protein DYB30_004349 [Aphanomyces astaci]
Pcub-SC1982_037_000116.1	XP_008869288.1	26.2	675	2816	1847	6.16e-46	189	21.2	157072	Oomycota	Aphanomyces	Aphanomyces invadans	XP_008869288.1 hypothetical protein H310_06134 [Aphanomyces invadans]
Pcub-SC1982_037_000116.1	RLO09239.1	26.2	675	2816	1723	7.55e-46	189	21.2	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RLO09239.1 hypothetical protein DYB28_000455, partial [Aphanomyces astaci]
Pcub-SC1982_037_000116.1	XP_009826587.1	26.2	675	2816	1847	8.07e-46	189	21.2	112090	Oomycota	Aphanomyces	Aphanomyces astaci	XP_009826587.1 hypothetical protein H257_03959 [Aphanomyces astaci]
Pcub-SC1982_037_000116.1	RHY96943.1	26.2	675	2816	1853	8.09e-46	189	21.2	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY96943.1 hypothetical protein DYB35_007338 [Aphanomyces astaci]
Pcub-SC1982_037_000116.1	RHY52987.1	26.2	675	2816	1863	8.13e-46	189	21.2	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY52987.1 hypothetical protein DYB38_005026 [Aphanomyces astaci]
Pcub-SC1982_037_000116.1	KAH9070103.1	26.1	675	2816	1855	1.39e-45	188	21.2	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9070103.1 hypothetical protein Ae201684P_002473 [Aphanomyces euteiches]
Pcub-SC1982_037_000116.1	KAF0733976.1	26.1	675	2816	1855	1.39e-45	188	21.2	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0733976.1 hypothetical protein Ae201684_009153 [Aphanomyces euteiches]
Pcub-SC1982_037_000116.1	KAH9095734.1	26.1	675	2816	1855	1.39e-45	188	21.2	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9095734.1 hypothetical protein LEN26_017759 [Aphanomyces euteiches]
Pcub-SC1982_037_000116.1	OQR92170.1	26.4	677	2816	1866	1.40e-45	188	21.2	1202772	Oomycota	Achlya	Achlya hypogyna	OQR92170.1 DNA-directed RNA polymerase II largest subunit [Achlya hypogyna]
Pcub-SC1982_037_000116.1	KAG9402193.1	26.8	680	2816	1855	1.82e-45	187	21.2	112091	Oomycota	Aphanomyces	Aphanomyces cochlioides	KAG9402193.1 DNA-directed RNA polymerase II subunit RPB1 [Aphanomyces cochlioides]
Pcub-SC1982_037_000116.1	OQR91833.1	26.3	677	2816	1867	2.40e-45	187	21.2	74557	Oomycota	Thraustotheca	Thraustotheca clavata	OQR91833.1 DNA-directed RNA polymerase II largest subunit [Thraustotheca clavata]
Pcub-SC1982_037_000116.1	XP_008613610.1	26.4	677	2816	1864	7.04e-45	186	21.2	1156394	Oomycota	Saprolegnia	Saprolegnia diclina	XP_008613610.1 DNA-directed RNA polymerase II subunit RPB1 [Saprolegnia diclina VS20]
Pcub-SC1982_037_000116.1	KAF0733983.1	25.4	677	2816	1367	1.10e-44	184	21.2	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0733983.1 hypothetical protein Ae201684_009160 [Aphanomyces euteiches]
Pcub-SC1982_037_000116.1	RQM20842.1	26.2	657	2816	1412	3.42e-44	183	21.2	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RQM20842.1 hypothetical protein B5M09_010236 [Aphanomyces astaci]
Pcub-SC1982_037_000116.1	DBA00843.1	25.6	683	2816	1879	3.58e-44	183	21.2	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA00843.1 TPA: hypothetical protein N0F65_008486 [Lagenidium giganteum]
Pcub-SC1982_037_000116.1	RHY79598.1	25.5	709	2816	1896	8.10e-44	182	21.2	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY79598.1 hypothetical protein DYB31_003535 [Aphanomyces astaci]
Pcub-SC1982_037_000116.1	KAF1778516.1	22.2	1327	2816	2791	1.33e-43	182	41.1	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAF1778516.1 P-loop containing nucleoside triphosphate hydrolase [Phytophthora cactorum]
Pcub-SC1982_037_000116.1	XP_012202762.1	25.9	672	2816	1771	2.95e-43	180	21.2	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012202762.1 hypothetical protein SPRG_08025 [Saprolegnia parasitica CBS 223.65]
Pcub-SC1982_037_000116.1	KAH9159565.1	24.8	629	2816	877	1.48e-42	176	21.2	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9159565.1 hypothetical protein LEN26_002279, partial [Aphanomyces euteiches]
Pcub-SC1982_037_000126.1	KAF4321643.1	32.9	353	962	335	4.75e-35	141	35.9	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4321643.1 hypothetical protein G195_005166 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000126.1	KAF4319884.1	30.2	291	962	341	1.58e-18	93.2	29.6	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4319884.1 hypothetical protein G195_006869 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000126.1	GLD98391.1	29.0	472	962	481	3.58e-17	90.9	45.8	114742	Oomycota	Pythium	Pythium insidiosum	GLD98391.1 hypothetical protein PINS_up007088 [Pythium insidiosum]
Pcub-SC1982_037_000126.1	KAF1321501.1	30.2	344	962	479	1.07e-15	86.3	33.3	82926	Oomycota	Globisporangium	Globisporangium splendens	KAF1321501.1 hypothetical protein FI667_g11883, partial [Globisporangium splendens]
Pcub-SC1982_037_000126.1	TMW69591.1	27.7	365	962	512	1.25e-15	86.3	34.0	41045	Oomycota	Pythium	Pythium oligandrum	TMW69591.1 hypothetical protein Poli38472_001747 [Pythium oligandrum]
Pcub-SC1982_037_000126.1	TMW69595.1	27.5	385	962	479	1.42e-15	85.9	37.3	41045	Oomycota	Pythium	Pythium oligandrum	TMW69595.1 hypothetical protein Poli38472_001751 [Pythium oligandrum]
Pcub-SC1982_037_000126.1	TMW69614.1	30.3	347	962	517	2.25e-15	85.5	33.5	41045	Oomycota	Pythium	Pythium oligandrum	TMW69614.1 hypothetical protein Poli38472_001770 [Pythium oligandrum]
Pcub-SC1982_037_000126.1	TMW69613.1	27.4	372	962	503	8.64e-15	83.6	35.7	41045	Oomycota	Pythium	Pythium oligandrum	TMW69613.1 hypothetical protein Poli38472_001769 [Pythium oligandrum]
Pcub-SC1982_037_000126.1	RHY99451.1	27.1	439	962	463	9.45e-15	83.2	41.7	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY99451.1 hypothetical protein DYB35_010036 [Aphanomyces astaci]
Pcub-SC1982_037_000126.1	RHY56303.1	28.7	415	962	442	1.11e-14	82.8	38.4	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY56303.1 hypothetical protein DYB38_011309, partial [Aphanomyces astaci]
Pcub-SC1982_037_000126.1	RQM29415.1	26.3	449	962	463	1.67e-14	82.4	41.7	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RQM29415.1 hypothetical protein B5M09_013282 [Aphanomyces astaci]
Pcub-SC1982_037_000126.1	RHY43842.1	27.2	427	962	454	2.11e-14	82.0	41.3	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY43842.1 hypothetical protein DYB38_004396 [Aphanomyces astaci]
Pcub-SC1982_037_000126.1	RHX98768.1	26.3	449	962	452	3.67e-14	81.3	41.7	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHX98768.1 hypothetical protein DYB36_014174, partial [Aphanomyces astaci]
Pcub-SC1982_037_000126.1	XP_008865327.1	29.7	354	962	837	4.89e-14	82.0	33.6	157072	Oomycota	Aphanomyces	Aphanomyces invadans	XP_008865327.1 hypothetical protein H310_03300 [Aphanomyces invadans]
Pcub-SC1982_037_000126.1	RLN49729.1	27.5	418	962	461	5.12e-14	80.9	37.4	325452	Oomycota	Phytophthora	Phytophthora kernoviae	RLN49729.1 hypothetical protein BBJ29_004572 [Phytophthora kernoviae]
Pcub-SC1982_037_000126.1	RHY64087.1	26.3	445	962	450	6.41e-14	80.5	41.3	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY64087.1 hypothetical protein DYB34_000727, partial [Aphanomyces astaci]
Pcub-SC1982_037_000126.1	XP_009829299.1	26.3	449	962	463	6.86e-14	80.5	41.7	112090	Oomycota	Aphanomyces	Aphanomyces astaci	XP_009829299.1 hypothetical protein H257_05966 [Aphanomyces astaci]
