id	source	Description	rnaseq_gene_count_Pcub_MSU1_3dpi	rnaseq_gene_count_Pcub_MSU1_4dpi	rnaseq_gene_count_Pcub_MSU1_5dpi	rnaseq_gene_count_Pcub_MSU1_6dpi
Pcub-MSU1_003_000261.1	eggnog	domain-containing protein	25	49	125	153
Pcub-MSU1_003_000648.1	eggnog	Ribonuclease-III-like	56	18	74	116
Pcub-MSU1_003_000647.1	eggnog	Taurine catabolism dioxygenase TauD, TfdA family	5.358	5.943	11.615	23.15
Pcub-MSU1_003_000646.1	eggnog	Removes the phosphate from trehalose 6-phosphate to produce free trehalose	45.264	221.913	220.622	357.549
Pcub-MSU1_003_000262.1	eggnog	domain-containing protein	0	3	0	4
Pcub-MSU1_003_000263.1	eggnog	domain-containing protein	0	2	1	11
Pcub-MSU1_003_000264.1	eggnog	Taurine catabolism dioxygenase TauD, TfdA family	15.378	13.144	42.763	62.3
Pcub-MSU1_003_000265.1	eggnog	Type I phosphodiesterase / nucleotide pyrophosphatase	20	24	49	74
Pcub-MSU1_003_000645.1	eggnog	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold	1125	2139	3688	3931
Pcub-MSU1_003_000266.1	eggnog	domain-containing protein	105	247	303	415
Pcub-MSU1_003_000644.1	eggnog	serine transport (SERINC3)	13	27	52	73
Pcub-MSU1_003_000267.1	interproscan	PTHR31569 domain-containing protein	11	8	7	18
Pcub-MSU1_003_000268.1	eggnog	regulation of cilium movement involved in cell motility	28	9	34	48
Pcub-MSU1_003_000643.1	eggnog	3'5'-cyclic nucleotide phosphodiesterase	5	6	21	17
Pcub-MSU1_003_000269.1	eggnog	PSP1 C-terminal conserved region	149	183	304	416
Pcub-MSU1_003_000270.1	eggnog	Rho guanyl-nucleotide exchange factor activity	18	4	12	35
Pcub-MSU1_003_000271.1	eggnog	FYVE, RhoGEF and PH	40	113	186	239
Pcub-MSU1_003_000272.1	eggnog	FYVE, RhoGEF and PH	588	483	655	1177
Pcub-MSU1_003_000273.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1	1	20	18	27
Pcub-MSU1_003_000274.1	eggnog	Microtubule binding	70	35	90	201
Pcub-MSU1_003_000642.1	blastp	Homology to Phytophthora megakarya predicted protein OWZ24809.1	3	11	11	30
Pcub-MSU1_003_000641.1	eggnog	Proteasome subunit A N-terminal signature	488	584	945	1499
Pcub-MSU1_003_000275.1	eggnog	Polysaccharide deacetylase	38	39	72	123
Pcub-MSU1_003_000640.1	eggnog	SNARE complex assembly	18	40	53	98
Pcub-MSU1_003_000639.1	eggnog	Ribosomal protein L11 methyltransferase (PrmA)	16	25	58	53
Pcub-MSU1_003_000276.1	eggnog	Phosphatidylinositol 3- and 4-kinase	1	1	24	22
Pcub-MSU1_003_000638.1	eggnog	Ferrous iron transport protein B	3	1	40	36
Pcub-MSU1_003_000277.1	eggnog	WD40 repeats	23	34	33	207
Pcub-MSU1_003_000278.1	eggnog	Triose-phosphate Transporter family	19	114	133	163
Pcub-MSU1_003_000279.1	eggnog	Phosphatidylinositol N-acetylglucosaminyltransferase	0	2	0	2
Pcub-MSU1_003_000280.1	eggnog	domain-containing protein	403	765	610	1033
Pcub-MSU1_003_000637.1	eggnog	JmjC domain, hydroxylase	2	6	8	2
Pcub-MSU1_003_000636.1	eggnog	JmjC domain, hydroxylase	28	42	60	113
Pcub-MSU1_003_000635.1	eggnog	GTP binding	15	1	8	28
Pcub-MSU1_003_000634.1	eggnog	ADP-ribosylation factor family. Source PGD	0	0	0	0
Pcub-MSU1_003_000633.1	unannotated	Hypothetical protein of unknown function	2	14	13	8
Pcub-MSU1_003_000632.1	eggnog	ADP-ribosylation factor family. Source PGD	2	12	13	19
Pcub-MSU1_003_000631.1	eggnog	Integrator complex subunit 3	54	91	104	170
Pcub-MSU1_003_000630.1	eggnog	Leucine Rich repeat	15	25	52	79
Pcub-MSU1_003_000281.1	eggnog	Citrate transporter	93	116	175	281
Pcub-MSU1_003_000629.1	eggnog	Vps52 / Sac2 family	51	94	108	136
Pcub-MSU1_003_000628.1	eggnog	domain-containing protein	38	64	126	144
Pcub-MSU1_003_000627.1	eggnog	Transcription factor DP	46	59	90	74
Pcub-MSU1_003_000282.1	eggnog	Mago nashi protein	37	68	89	141
Pcub-MSU1_003_000283.1	eggnog	ADP-ribosylation factor family	155	227	399	455
Pcub-MSU1_003_000626.1	eggnog	ORMDL family	147	320	227	311
Pcub-MSU1_003_000284.1	eggnog	ER-Golgi trafficking TRAPP I complex 85 kDa subunit	64	48	131	164
Pcub-MSU1_003_000625.1	eggnog	regulation of centriole replication	4	14	26	26
Pcub-MSU1_003_000285.1	eggnog	COPI associated protein	45.479	109.159	153.61	174.975
Pcub-MSU1_003_000286.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000624.1	eggnog	COPI associated protein	42.521	89.841	111.39	136.025
Pcub-MSU1_003_000623.1	eggnog	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network	317	355	429	854
Pcub-MSU1_003_000622.1	eggnog	domain-containing protein	55	48	80	147
Pcub-MSU1_003_000287.1	eggnog	pre-mRNA processing factor 4 (PRP4) like	21	9	28	59
Pcub-MSU1_003_000288.1	eggnog	Domain present in PSD-95, Dlg, and ZO-1/2	19	7	1	21
Pcub-MSU1_003_000621.1	eggnog	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway	90	148	108	223
Pcub-MSU1_003_000289.1	blastp	Homology to Peronospora farinosa predicted protein CAH0488063.1	35	28	53	93
Pcub-MSU1_003_000620.1	eggnog	Vps5 C terminal like	66	100	125	178
Pcub-MSU1_003_000290.1	eggnog	CT11-RanBPM	36	59	76	80
Pcub-MSU1_003_000619.1	interproscan	PTHR16057 domain-containing protein	5	6	4	30
Pcub-MSU1_003_000291.1	eggnog	protein ubiquitination	0	0	0	1
Pcub-MSU1_003_000292.1	eggnog	protein ubiquitination	44	45	53	121
Pcub-MSU1_003_000293.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7393204.1	15	31	22	43
Pcub-MSU1_003_000618.1	eggnog	Sodium/calcium exchanger protein	23	29	66	92
Pcub-MSU1_003_000617.1	eggnog	Photosystem II 12 kDa extrinsic protein (PsbU)	16	1	30	78
Pcub-MSU1_003_000294.1	eggnog	YrhK-like protein	5	13	26	33
Pcub-MSU1_003_000295.1	eggnog	WD40 repeats	0	3	0	6
Pcub-MSU1_003_000296.1	eggnog	voltage-gated potassium channel activity	0	0	0	0
Pcub-MSU1_003_000297.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000616.1	unannotated	Hypothetical protein of unknown function	0	0	10	9
Pcub-MSU1_003_000615.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000298.1	interproscan	G3DSA:1.20.120.1750 domain-containing protein	1	0	0	0
Pcub-MSU1_003_000614.1	interproscan	G3DSA:1.20.120.1750 domain-containing protein	0	0	3	4
Pcub-MSU1_003_000299.1	unannotated	Hypothetical protein of unknown function	0	5	1	9
Pcub-MSU1_003_000613.1	eggnog	voltage-gated potassium channel activity	14	25	16	25
Pcub-MSU1_003_000300.1	eggnog	domain-containing protein	35	61	118	196
Pcub-MSU1_003_000612.1	eggnog	EF-hand domain pair	10	17	15	32
Pcub-MSU1_003_000301.1	eggnog	Transcription initiation factor IID, 18kD subunit	14	36	67	91
Pcub-MSU1_003_000302.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2927027.1	9	3	16	34
Pcub-MSU1_003_000303.1	eggnog	ASF1 like histone chaperone	34	40	159	160
Pcub-MSU1_003_000611.1	eggnog	Belongs to the class I-like SAM-binding methyltransferase superfamily	2	18	40	48
Pcub-MSU1_003_000610.1	eggnog	Ribosomal protein L24e	1321	2767	2664	2902
Pcub-MSU1_003_000304.1	eggnog	Mitochondrial carrier protein	13	5	37	37
Pcub-MSU1_003_000609.1	interproscan	G3DSA:1.25.40.10 domain-containing protein	28	41	70	83
Pcub-MSU1_003_000305.1	eggnog	3' exoribonuclease family, domain 1	15	13	20	18
Pcub-MSU1_003_000608.1	eggnog	Leucine Rich repeats (2 copies)	11	38	27	53
Pcub-MSU1_003_000306.1	eggnog	CCAAT-Binding transcription Factor	10	52	56	90
Pcub-MSU1_003_000607.1	eggnog	domain-containing protein	21	9	37	49
Pcub-MSU1_003_000307.1	interproscan	PTHR21694 domain-containing protein	7	17	13	23
Pcub-MSU1_003_000308.1	blastp	Homology to Peronospora destructor predicted protein CAI5719761.1	7	21	20	37
Pcub-MSU1_003_000309.1	eggnog	COPI associated protein	55.624	149.231	169.405	244.135
Pcub-MSU1_003_000606.1	eggnog	COPI associated protein	73.376	126.769	181.595	315.865
Pcub-MSU1_003_000605.1	eggnog	Squalene epoxidase	56	125	212	129
Pcub-MSU1_003_000310.1	eggnog	assists the folding of proteins upon ATP hydrolysis	303	425	1082	1652
Pcub-MSU1_003_000311.1	eggnog	cilium movement involved in cell motility	1	0	3	11
Pcub-MSU1_003_000312.1	eggnog	Mannosyltransferase (PIG-M)	14	6	10	14
Pcub-MSU1_003_000313.1	eggnog	Mannosyltransferase (PIG-M)	8	26	30	42
Pcub-MSU1_003_000604.1	eggnog	domain-containing protein	4.984	7.155	13.116	13.655
Pcub-MSU1_003_000603.1	eggnog	3'-5' exonuclease	1	7	26	25
Pcub-MSU1_003_000314.1	eggnog	domain-containing protein	9.016	15.845	38.884	72.345
Pcub-MSU1_003_000602.1	eggnog	domain-containing protein	185	164	275	523
Pcub-MSU1_003_000315.1	eggnog	inner dynein arm assembly	31	12	26	62
Pcub-MSU1_003_000601.1	eggnog	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate	83	146	239	285
Pcub-MSU1_003_000316.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000317.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000318.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000319.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000320.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000321.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000322.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000323.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000324.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000325.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000326.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000327.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000328.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000329.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000330.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000331.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000332.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000333.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000334.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000335.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000336.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000337.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000338.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000339.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000340.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000341.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000342.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000343.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000344.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000345.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000346.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000347.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000348.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000349.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000600.1	eggnog	Rab subfamily of small GTPases	6	25	29	61
Pcub-MSU1_003_000599.1	eggnog	Rab subfamily of small GTPases	0	0	13	17
Pcub-MSU1_003_000350.1	eggnog	Belongs to the class I-like SAM-binding methyltransferase superfamily	7	11	49	67
Pcub-MSU1_003_000598.1	eggnog	Rab3 GTPase-activating protein regulatory subunit N-terminus	63	18	96	137
Pcub-MSU1_003_000351.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481707.1	37	102	137	204
Pcub-MSU1_003_000597.1	eggnog	Major Facilitator Superfamily	7	3	20	17
Pcub-MSU1_003_000352.1	interproscan	PTHR15549 domain-containing protein	91	119	177	293
Pcub-MSU1_003_000353.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7380290.1	0	5	3	6
Pcub-MSU1_003_000596.1	eggnog	polyadenylation-dependent snoRNA 3'-end processing	9	3	14	33
Pcub-MSU1_003_000354.1	eggnog	domain-containing protein	33	45	54	79
Pcub-MSU1_003_000595.1	eggnog	TatD related DNase	4	3	14	31
Pcub-MSU1_003_000355.1	eggnog	domain-containing protein	42	107	153	225
Pcub-MSU1_003_000594.1	eggnog	mRNA processing	9	13	25	35
Pcub-MSU1_003_000356.1	eggnog	Ubiquitin-2 like Rad60 SUMO-like	4	15	11	19
Pcub-MSU1_003_000593.1	interproscan	PTHR12242 domain-containing protein	23	30	27	38
Pcub-MSU1_003_000592.1	eggnog	intraciliary transport	0	0	0	3
Pcub-MSU1_003_000591.1	eggnog	domain-containing protein	38	31	91	98
Pcub-MSU1_003_000357.1	eggnog	Cwf15/Cwc15 cell cycle control protein	56	48	94	86
Pcub-MSU1_003_000590.1	eggnog	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases	83	92	106	218
Pcub-MSU1_003_000358.1	eggnog	Peptidyl-tRNA hydrolase	11	7	21	23
Pcub-MSU1_003_000359.1	unannotated	Hypothetical protein of unknown function	1	0	2	0
Pcub-MSU1_003_000360.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481725.1	58	140	94	188
Pcub-MSU1_003_000361.1	blastp	Homology to Phytophthora cactorum predicted protein KAG3028386.1	9	0	7	10
Pcub-MSU1_003_000589.1	eggnog	domain-containing protein	1	12	3	17
Pcub-MSU1_003_000588.1	interproscan	PTHR40280 domain-containing protein	46	78	156	212
Pcub-MSU1_003_000362.1	eggnog	Translation initiation factor eIF3 subunit 135	17	13	15	64
Pcub-MSU1_003_000363.1	eggnog	microtubule nucleation by interphase microtubule organizing center	18	10	15	45
Pcub-MSU1_003_000364.1	eggnog	cytochrome P450	0	13	15	10
Pcub-MSU1_003_000587.1	eggnog	ATPase activity, coupled to transmembrane movement of substances	90	95	186	319
Pcub-MSU1_003_000586.1	eggnog	cytochrome P450	0	0	0	0
Pcub-MSU1_003_000585.1	eggnog	Helicase associated domain (HA2) Add an annotation	47	31	65	97
Pcub-MSU1_003_000365.1	eggnog	Nuclear segregation protein	221	99	542	767
Pcub-MSU1_003_000584.1	eggnog	domain-containing protein	11	28	55	89
Pcub-MSU1_003_000583.1	blastp	Homology to Phytophthora lilii predicted protein GMF23704.1	0	0	0	0
Pcub-MSU1_003_000366.1	eggnog	domain-containing protein	11	11	19	12
Pcub-MSU1_003_000582.1	interproscan	PTHR22538 domain-containing protein	0	0	0	0
Pcub-MSU1_003_000581.1	eggnog	nicotinate phosphoribosyltransferase activity	70	67	123	158
Pcub-MSU1_003_000580.1	blastp	Homology to Peronospora effusa predicted protein CAI5716457.1	24	24	88	101
Pcub-MSU1_003_000367.1	eggnog	Protein tyrosine kinase	59	105	247	311
Pcub-MSU1_003_000368.1	blastp	Homology to Phytophthora capsici predicted protein KAG1697055.1	0	7	1	7
Pcub-MSU1_003_000579.1	eggnog	Leucine-rich repeat	22	18	37	55
Pcub-MSU1_003_000369.1	eggnog	Apicomplexan specific region near N-terminus	2	31	32	53
Pcub-MSU1_003_000370.1	eggnog	domain-containing protein	62	95	102	259
Pcub-MSU1_003_000578.1	interproscan	PTHR31827 domain-containing protein	210	255	403	886
Pcub-MSU1_003_000371.1	eggnog	Protein of unknown function (DUF3522)	5	2	14	15
Pcub-MSU1_003_000372.1	eggnog	May play a role in vesicular transport from endoplasmic reticulum to Golgi	37	55	102	131
Pcub-MSU1_003_000577.1	eggnog	domain-containing protein	64	68	151	226
Pcub-MSU1_003_000576.1	eggnog	domain-containing protein	0	1	1.003	8
Pcub-MSU1_003_000373.1	eggnog	SIT4 phosphatase-associated protein	223	233	569	913
Pcub-MSU1_003_000575.1	eggnog	Deoxyribonuclease II	55	91	157	272
Pcub-MSU1_003_000574.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481754.1	258	385	460	912
Pcub-MSU1_003_000573.1	eggnog	dynein light chain binding	15	18	43	132
Pcub-MSU1_003_000572.1	eggnog	domain-containing protein	16	18	16	29
Pcub-MSU1_003_000374.1	eggnog	Type III restriction enzyme, res subunit	16	15	43	80
Pcub-MSU1_003_000375.1	eggnog	calcium ion binding	130	179	460	644
Pcub-MSU1_003_000571.1	eggnog	EF hand	1	2	18	10
Pcub-MSU1_003_000376.1	eggnog	Homoserine dehydrogenase	14	19	48	62
Pcub-MSU1_003_000570.1	eggnog	domain-containing protein	0	1	1	2
Pcub-MSU1_003_000569.1	eggnog	NMDA receptor-regulated protein 1	109	150	372	589
Pcub-MSU1_003_000568.1	eggnog	TB2/DP1, HVA22 family	1247	2324	2521	3273
Pcub-MSU1_003_000377.1	eggnog	domain-containing protein	41	70	128	192
Pcub-MSU1_003_000378.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP43680.1	11	13	53	61
Pcub-MSU1_003_000379.1	eggnog	domain-containing protein	5	22	23	35
Pcub-MSU1_003_000380.1	eggnog	domain-containing protein	5	29	48	57
Pcub-MSU1_003_000567.1	blastp	Homology to Phytophthora palmivora predicted protein POM79168.1	0	17	61	50
Pcub-MSU1_003_000566.1	blastp	Homology to Phytophthora citrophthora predicted protein KAK1946030.1	1	12	14	41
Pcub-MSU1_003_000381.1	eggnog	Uncharacterized ACR, COG1678	11	15	30	49
Pcub-MSU1_003_000565.1	eggnog	domain-containing protein	13	17	28	63
Pcub-MSU1_003_000382.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7378663.1	0	0	1	6
Pcub-MSU1_003_000383.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2917338.1	0	1	2	2
Pcub-MSU1_003_000564.1	eggnog	116 kDa U5 small nuclear ribonucleoprotein component N-terminus	63	99	167	310
Pcub-MSU1_003_000563.1	eggnog	PH domain associated with Beige/BEACH	8	14	37	45
Pcub-MSU1_003_000562.1	eggnog	domain-containing protein	15.953	37	80	81
Pcub-MSU1_003_000384.1	eggnog	Leucine-rich repeat	0	0	5	0
Pcub-MSU1_003_000385.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7376852.1	41	69	152	194
Pcub-MSU1_003_000561.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7376851.1	4	9	4	7
Pcub-MSU1_003_000386.1	eggnog	Frag1/DRAM/Sfk1 family	14	19	32	54
Pcub-MSU1_003_000560.1	eggnog	Protein of unknown function (DUF726)	17	28	60	78
Pcub-MSU1_003_000387.1	eggnog	The ARF-like 2 binding protein BART	1	7	7	36
Pcub-MSU1_003_000559.1	eggnog	Ankyrin repeat	1	1	2	1
Pcub-MSU1_003_000388.1	eggnog	domain-containing protein	1.047	0	0	0
Pcub-MSU1_003_000558.1	unannotated	Hypothetical protein of unknown function	0	1.867	0	0
Pcub-MSU1_003_000557.1	interproscan	PTHR23164 domain-containing protein	23.536	39.898	48.629	78.199
Pcub-MSU1_003_000556.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_003_000555.1	interproscan	PTHR23164 domain-containing protein	0	0	0	0
Pcub-MSU1_003_000389.1	eggnog	Ankyrin repeat	4.422	3	18.005	19.806
Pcub-MSU1_003_000390.1	blastp	Homology to Phytophthora agathidicida predicted protein QMU24849.1	2	1	6	4
Pcub-MSU1_003_000554.1	eggnog	Ankyrin repeat	7.578	7	11.995	37.194
Pcub-MSU1_003_000391.1	interproscan	PTHR23164 domain-containing protein	46	46	173	145
Pcub-MSU1_003_000392.1	interproscan	PTHR23164 domain-containing protein	22.464	52.102	129.371	141.801
Pcub-MSU1_003_000393.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7381834.1	0	1.133	8	3
Pcub-MSU1_003_000553.1	interproscan	PTHR35518 domain-containing protein	13	42	89	110
Pcub-MSU1_003_000394.1	blastp	Homology to Phytophthora nicotianae predicted protein XP_008893713.1	119	182	173	245
Pcub-MSU1_003_000552.1	eggnog	domain-containing protein	8	14	22	23
Pcub-MSU1_003_000395.1	unannotated	Hypothetical protein of unknown function	3	20	12	22
Pcub-MSU1_003_000396.1	eggnog	Phosphate acyltransferases	41	142	133	184
Pcub-MSU1_003_000551.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2771378.1	5	18	25	17
Pcub-MSU1_003_000397.1	unannotated	Hypothetical protein of unknown function	7	0	2	14
Pcub-MSU1_003_000550.1	eggnog	Homeodomain	53	39	107	172
Pcub-MSU1_003_000398.1	eggnog	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery	8	31	64	77
Pcub-MSU1_003_000399.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7377716.1	21	36	38	59
Pcub-MSU1_003_000549.1	eggnog	nucleotide-sugar transmembrane transporter activity	118	120	152	302
Pcub-MSU1_003_000400.1	blastp	Homology to Phytophthora idaei predicted protein KAG3109702.1	8	10	16	34
Pcub-MSU1_003_000401.1	eggnog	motor activity	27	69	87	131
Pcub-MSU1_003_000548.1	eggnog	Acid phosphatase homologues	16	107	161	185
Pcub-MSU1_003_000547.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6609152.1	3	7	19	19
Pcub-MSU1_003_000546.1	eggnog	histone-lysine N-methyltransferase activity	7	7	26	64
